task,cls,scene,idx,n_tokens,n_chars,n_sentences,ttr,mean_word_len,comma_rate,semicolon_rate,quote_present,dash_present,digit_rate,within_scene_4gram,opener_article,opener_pronoun,opener_quote,opener_question,opener_prep_adv,opener_other
tank,vehicle,assembly_plant,68,18,113,1,0.8888888888888888,5.222222222222222,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,assembly_plant,69,19,119,1,0.9473684210526315,5.2631578947368425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,assembly_plant,70,18,121,1,0.85,4.9,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,assembly_plant,71,18,116,1,0.9444444444444444,5.277777777777778,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,assembly_plant,72,12,75,1,1.0,4.769230769230769,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,assembly_plant,73,21,109,1,0.9090909090909091,3.909090909090909,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,assembly_plant,74,18,109,1,1.0,5.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,parade,75,18,101,1,0.9444444444444444,4.555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,parade,76,18,114,1,1.0,4.894736842105263,0.05555555555555555,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,parade,77,16,84,1,0.8125,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,vehicle,parade,78,26,145,1,0.96,4.6,0.038461538461538464,0.0,0.0,0.0,0.020689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,parade,79,19,107,1,1.0,4.315789473684211,0.10526315789473684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,vehicle,parade,80,22,133,1,0.9545454545454546,4.7727272727272725,0.045454545454545456,0.0,0.0,0.0,0.03007518796992481,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,parade,81,18,106,1,0.7777777777777778,4.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,parade,82,15,80,1,0.9333333333333333,4.266666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,parade,83,20,113,1,0.95,4.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,parade,84,21,116,1,0.9523809523809523,4.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,parade,85,18,120,1,0.9444444444444444,5.611111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,parade,86,18,109,1,0.8421052631578947,4.684210526315789,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,parade,87,22,133,1,0.8636363636363636,5.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,parade,88,15,89,1,0.8666666666666667,4.866666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,parade,89,16,106,1,1.0,5.5625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,parade,90,23,131,1,0.9565217391304348,4.565217391304348,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,parade,91,15,92,1,0.9375,4.6875,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,vehicle,parade,92,24,123,1,0.9583333333333334,4.083333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,parade,93,19,119,1,0.9473684210526315,5.2105263157894735,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,parade,94,23,130,1,0.9545454545454546,4.590909090909091,0.043478260869565216,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,parade,95,18,114,1,0.9444444444444444,5.055555555555555,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,vehicle,parade,96,17,98,1,0.9411764705882353,4.705882352941177,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,parade,97,12,73,1,0.9090909090909091,5.181818181818182,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,parade,98,18,126,1,0.8888888888888888,5.944444444444445,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,parade,99,21,124,1,0.9090909090909091,4.545454545454546,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,memoir,100,25,142,1,0.92,4.64,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,memoir,101,19,100,1,0.9473684210526315,3.9473684210526314,0.10526315789473684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,vehicle,memoir,102,20,121,1,0.95,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,memoir,103,23,145,1,0.9565217391304348,5.217391304347826,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,memoir,104,18,96,1,0.9473684210526315,4.052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,vehicle,memoir,105,14,78,1,1.0,4.5,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,memoir,106,21,143,1,0.9130434782608695,5.086956521739131,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,memoir,107,22,120,1,0.9090909090909091,4.454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,memoir,108,23,116,1,0.9565217391304348,4.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,memoir,109,18,90,1,0.9444444444444444,3.9444444444444446,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,memoir,110,24,141,1,0.9583333333333334,4.833333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,memoir,111,21,114,1,0.9473684210526315,4.684210526315789,0.09523809523809523,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,memoir,112,16,97,1,0.875,5.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,memoir,113,22,119,1,0.8181818181818182,4.318181818181818,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,memoir,114,16,103,1,0.9375,5.125,0.1875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,vehicle,memoir,115,18,90,1,0.9444444444444444,3.888888888888889,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,memoir,116,24,137,1,0.8333333333333334,4.583333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,memoir,117,18,111,1,1.0,5.111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,memoir,118,18,97,1,1.0,4.277777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,vehicle,memoir,119,22,124,1,1.0,4.714285714285714,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,memoir,120,18,94,1,0.8888888888888888,4.055555555555555,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,memoir,121,21,125,1,0.9047619047619048,4.904761904761905,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,memoir,122,14,88,1,1.0,5.3076923076923075,0.07142857142857142,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,memoir,123,19,115,1,0.95,4.65,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,memoir,124,19,102,1,0.9473684210526315,4.2631578947368425,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,news_report,125,21,135,1,0.9545454545454546,5.090909090909091,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,news_report,126,14,74,1,1.0,4.538461538461538,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,news_report,127,18,107,1,0.9411764705882353,5.0,0.05555555555555555,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,vehicle,news_report,128,18,94,1,0.9444444444444444,4.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,vehicle,news_report,129,17,121,1,0.9473684210526315,5.157894736842105,0.11764705882352941,0.0,0.0,0.0,0.024793388429752067,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,news_report,130,18,113,1,0.8888888888888888,5.222222222222222,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,news_report,131,21,143,1,0.9523809523809523,5.761904761904762,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,news_report,132,19,107,1,0.8421052631578947,4.578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,news_report,133,12,79,1,0.9166666666666666,5.5,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,news_report,134,17,94,1,0.8823529411764706,4.529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,news_report,135,19,119,1,0.85,4.9,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,news_report,136,21,122,1,0.9047619047619048,4.761904761904762,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,news_report,137,19,100,1,0.8421052631578947,4.0,0.15789473684210525,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,news_report,138,23,129,1,0.9565217391304348,4.521739130434782,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,news_report,139,23,130,1,0.8695652173913043,4.608695652173913,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,news_report,140,12,75,1,0.9166666666666666,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,news_report,141,20,113,1,0.85,4.55,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,vehicle,news_report,142,15,94,1,0.9333333333333333,5.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,news_report,143,22,110,1,0.8636363636363636,3.909090909090909,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,news_report,144,19,119,1,0.9473684210526315,5.157894736842105,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,news_report,145,22,157,1,1.0,6.045454545454546,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,news_report,146,23,121,1,0.9090909090909091,4.2272727272727275,0.17391304347826086,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,news_report,147,20,121,1,0.9444444444444444,5.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,news_report,148,18,113,1,0.9444444444444444,5.222222222222222,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,news_report,149,16,110,1,0.875,5.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,model_bench,150,14,86,1,1.0,5.071428571428571,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,model_bench,151,14,89,1,1.0,5.285714285714286,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,model_bench,152,13,70,1,0.9230769230769231,4.384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,model_bench,153,15,91,1,0.9375,4.625,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,model_bench,154,19,123,1,1.0,4.95,0.10526315789473684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,vehicle,model_bench,155,18,99,1,1.0,4.333333333333333,0.05555555555555555,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,model_bench,156,17,103,1,0.9411764705882353,4.9411764705882355,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,model_bench,157,16,93,1,1.0,4.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,model_bench,158,18,107,1,0.8888888888888888,4.833333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,model_bench,159,15,93,1,1.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,model_bench,160,14,85,1,0.8571428571428571,5.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,model_bench,161,15,83,1,0.8666666666666667,4.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,vehicle,model_bench,162,14,75,1,1.0,4.3076923076923075,0.07142857142857142,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,model_bench,163,13,88,1,0.9230769230769231,5.6923076923076925,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,model_bench,164,16,95,1,0.875,4.875,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,model_bench,165,16,88,1,1.0,4.4375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,model_bench,166,13,78,1,0.9230769230769231,4.923076923076923,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,model_bench,167,13,88,1,0.9230769230769231,5.6923076923076925,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,model_bench,168,13,78,1,1.0,4.923076923076923,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,model_bench,169,19,113,1,0.8947368421052632,4.842105263157895,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,model_bench,170,18,133,1,1.0,6.166666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,model_bench,171,14,87,1,0.8461538461538461,5.384615384615385,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,model_bench,172,13,75,1,0.9230769230769231,4.769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,vehicle,model_bench,173,10,65,1,1.0,5.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,model_bench,174,20,114,1,0.95,4.5,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,rail_depot,175,22,135,1,0.8636363636363636,5.136363636363637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,rail_depot,176,20,100,1,0.8421052631578947,4.052631578947368,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,vehicle,rail_depot,177,20,139,1,0.9523809523809523,5.571428571428571,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,rail_depot,178,21,111,1,0.9047619047619048,4.238095238095238,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,rail_depot,179,23,122,1,0.9545454545454546,4.318181818181818,0.043478260869565216,0.0,0.0,0.0,0.02459016393442623,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,rail_depot,180,16,93,1,0.9411764705882353,4.411764705882353,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,vehicle,rail_depot,181,22,127,1,0.9545454545454546,4.7272727272727275,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,rail_depot,182,20,104,1,1.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,rail_depot,183,20,115,1,0.8947368421052632,4.7368421052631575,0.05,0.0,0.0,0.0,0.034782608695652174,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,rail_depot,184,16,104,1,0.9375,5.25,0.0625,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,rail_depot,185,16,97,1,1.0,5.133333333333334,0.1875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,rail_depot,186,16,93,1,1.0,4.6875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,rail_depot,187,19,114,1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,rail_depot,188,17,97,1,0.9444444444444444,4.333333333333333,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,rail_depot,189,19,98,1,1.0,4.105263157894737,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,rail_depot,190,23,128,1,0.9130434782608695,4.521739130434782,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,rail_depot,191,24,143,1,0.8333333333333334,4.958333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,rail_depot,192,20,118,2,0.85,4.65,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,vehicle,rail_depot,193,16,103,1,0.8823529411764706,5.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,rail_depot,194,22,134,1,0.9545454545454546,4.954545454545454,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,rail_depot,195,20,123,1,0.95,5.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,rail_depot,196,18,112,1,0.9444444444444444,5.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,rail_depot,197,21,131,1,1.0,5.238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,vehicle,rail_depot,198,19,111,1,1.0,4.684210526315789,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,rail_depot,199,24,124,1,0.875,4.125,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,procurement,200,21,128,3,0.8421052631578947,5.157894736842105,0.047619047619047616,0.0,0.0,0.0,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,procurement,201,20,120,2,0.9,4.8,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,vehicle,procurement,202,19,114,1,0.8421052631578947,4.894736842105263,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,procurement,203,19,128,1,0.95,5.25,0.05263157894736842,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,procurement,204,21,156,1,1.0,6.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,procurement,205,17,115,1,0.9444444444444444,5.333333333333333,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,procurement,206,20,131,3,0.9411764705882353,6.0588235294117645,0.0,0.0,0.0,1.0,0.03816793893129771,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,procurement,207,20,137,1,0.95,5.8,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,procurement,208,17,114,1,0.8823529411764706,5.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,vehicle,procurement,209,13,97,1,1.0,5.5,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,procurement,210,21,140,1,0.9523809523809523,5.619047619047619,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,procurement,211,17,123,1,0.9444444444444444,5.666666666666667,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,procurement,212,17,106,1,0.9411764705882353,5.176470588235294,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,procurement,213,20,112,5,0.8235294117647058,4.705882352941177,0.0,0.05,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,procurement,214,17,111,1,0.8888888888888888,5.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,vehicle,procurement,215,15,100,1,0.9333333333333333,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,procurement,216,21,118,1,1.0,4.65,0.09523809523809523,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,procurement,217,16,111,1,0.8125,5.875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,procurement,218,20,134,1,0.8947368421052632,5.7368421052631575,0.05,0.0,0.0,0.0,0.022388059701492536,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,procurement,219,16,121,1,0.8235294117647058,5.882352941176471,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,vehicle,procurement,220,18,104,1,0.9444444444444444,4.722222222222222,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,procurement,221,22,134,1,0.9090909090909091,5.045454545454546,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,vehicle,procurement,222,17,116,1,0.9411764705882353,5.705882352941177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,vehicle,procurement,223,18,113,1,0.9444444444444444,5.222222222222222,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,procurement,224,20,139,1,0.9,5.9,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,vehicle,squad_chat,225,18,94,1,0.9444444444444444,4.166666666666667,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,vehicle,squad_chat,226,11,79,1,1.0,5.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,vehicle,squad_chat,227,18,105,1,0.8888888888888888,4.777777777777778,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
